crawldate,platform,category_id,category,priceoriginal,discountrate,imageurl,producturl,badges,rank,rank_change_text,productcode,productname,brandname,rating,reviewcount,source
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,8494.0,,"https://images-na.ssl-images-amazon.com/images/I/618bAHQ--CL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Wet-Brush-Original-Detangler-Black/dp/B0DMZT3JT2/ref=zg_bs_g_beauty_d_sccl_49/136-0276595-4086370?psc=1,,49,,B0DMZT3JT2,"Wet Brush Original Detangler Hair Brush, Black Frost - Ultra-Soft IntelliFlex Bristles - Detangling Brush Glides Through Tangles For All Hair Types (Wet Dry & Damaged Hair) - Women & Men",,4.7,72854,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,23257.0,,"https://images-na.ssl-images-amazon.com/images/I/71UKDMdW3KL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=zg_bs_g_beauty_d_sccl_50/136-0276595-4086370?psc=1,,50,,B00AINMFAC,"Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz",,4.6,106601,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,45693.0,,"https://images-na.ssl-images-amazon.com/images/I/61iUgqAgoBL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/SOL-JANEIRO-Brazilian-Crush-Fragrance/dp/B09X3HB2BR/ref=zg_bs_g_beauty_d_sccl_1/136-0276595-4086370?psc=1,,1,,B09X3HB2BR,SOL DE JANEIRO Hair & Body Perfume Mist,,4.6,97766,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,14601.0,,"https://images-na.ssl-images-amazon.com/images/I/51lP01--ejL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/eos-Cashmere-Moisture-Lightweight-Non-Greasy/dp/B08KT2Z93D/ref=zg_bs_g_beauty_d_sccl_2/136-0276595-4086370?psc=1,,2,,B08KT2Z93D,"eos Shea Better Body Lotion Vanilla Cashmere, 24-Hour Moisture Skin Care, Lightweight & Non-Greasy, Natural Shea, Vegan, Vanilla Body Lotion, 16 fl oz",,4.7,55534,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,27679.0,,"https://images-na.ssl-images-amazon.com/images/I/71Mcspt-6AL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Medicube-Zero-Pore-Pads-Dual-Textured/dp/B09V7Z4TJG/ref=zg_bs_g_beauty_d_sccl_3/136-0276595-4086370?psc=1,,3,,B09V7Z4TJG,"Medicube Zero Pore Pads 2.0, Dual-Textured Facial Toner Pads for Exfoliation and Pore Care with 4.5% AHA Lactic Acid & 0.45% BHA Salicylic Acid, Ideal for All Skin Types, Korean Skin Care (70 units)",,4.6,13547,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,24882.0,,"https://images-na.ssl-images-amazon.com/images/I/51Qiwz3ZiaL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Biodance-Bio-Collagen-Tightening-Hydrating-Molecular/dp/B0B2RM68G2/ref=zg_bs_g_beauty_d_sccl_4/136-0276595-4086370?psc=1,,4,,B0B2RM68G2,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare, Stocking Stuffers for Teen Girls | 1.19oz(34g) x 4ea",,4.4,30038,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,32146.0,,"https://images-na.ssl-images-amazon.com/images/I/71klB9KjwIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Under-Eye-Patches-Gold-24-Pairs/dp/B014E2D6BY/ref=zg_bs_g_beauty_d_sccl_5/136-0276595-4086370?psc=1,,5,,B014E2D6BY,"grace & stella Award Winning Under Eye Mask - Stocking Stuffers for Women - Gifts for Teenage Girls - Gel Eye Patches for Dark Circles, Puffy Eyes, Undereye Bags - Vegan - Self Care (24 Pairs, Gold)",,4.3,40435,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,5814.0,,"https://images-na.ssl-images-amazon.com/images/I/71g0kgRpI9L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/eos-Shea-Better-Hand-Cream/dp/B09QP658PT/ref=zg_bs_g_beauty_d_sccl_6/136-0276595-4086370?psc=1,,6,,B09QP658PT,eos Shea Better Hand Cream - Vanilla Cashmere Hand Lotion | Instant Hydration + Lasting Protection | 2.5 oz,,4.7,14798,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,27826.0,,"https://images-na.ssl-images-amazon.com/images/I/51Kx4Wt+VqL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Mighty-Patch-Hydrocolloid-Absorbing-count/dp/B074PVTPBW/ref=zg_bs_g_beauty_d_sccl_7/136-0276595-4086370?psc=1,,7,,B074PVTPBW,Mighty Patch™ Original patch from Hero Cosmetics – The #1 Hydrocolloid Acne Pimple Patch for Shrinking Zits and Whiteheads in 1 use; Nighttime Spot Stickers for Face and Skin (36 Count),,4.6,179562,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,21821.0,,"https://images-na.ssl-images-amazon.com/images/I/61c5EovDcyL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/medicube-Collagen-Niacinamide-Freeze-Dried-Hydrolyzed/dp/B0DGPSZVW3/ref=zg_bs_g_beauty_d_sccl_8/136-0276595-4086370?psc=1,,8,,B0DGPSZVW3,medicube Collagen Jelly Cream- Niacinamide & Freeze-Dried Hydrolyzed Collagen - Boosts skin's barrier hydration and gives 24h Glow & Lifted Look - Korean skincare (1.69 Fl Oz (Pack of 1)),,4.4,15265,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,43687.0,,"https://images-na.ssl-images-amazon.com/images/I/61occWCJN-L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Medicube-Collagen-Wrapping-Elasticity-Hydration/dp/B0BRMYHMS5/ref=zg_bs_g_beauty_d_sccl_9/136-0276595-4086370?psc=1,,9,,B0BRMYHMS5,"medicube Collagen Overnight Wrapping Peel Off Facial Mask Pack - Elasticity & Hydration Care, Reduces Sagging & Dullness - Hydrolyzed Collagen For Glowing Skin - Korean Skin Care, 2.53 fl.oz",,4.5,16085,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,24882.0,,"https://images-na.ssl-images-amazon.com/images/I/71pb+JOaCHL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/BodyRestore-Shower-Steamers-Aromatherapy-Packs/dp/B0BJYCRS51/ref=zg_bs_g_beauty_d_sccl_10/136-0276595-4086370?psc=1,,10,,B0BJYCRS51,"Body Restore Shower Steamers Aromatherapy 6 Pack - Christmas Stocking Stuffers, Birthday Gifts for Women, White Elephant, Relaxation, Self Care for Men - Bloom",,4.4,30800,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,49794.0,,"https://images-na.ssl-images-amazon.com/images/I/81tZIwPhoNL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/SOL-JANEIRO-Bum-Jet-Set/dp/B0B4HKNDLQ/ref=zg_bs_g_beauty_d_sccl_11/136-0276595-4086370?psc=1,,11,,B0B4HKNDLQ,SOL DE JANEIRO Jet Set | Travel Shower Kit,,4.7,15432,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,10515.0,,"https://images-na.ssl-images-amazon.com/images/I/71AcerMgjnL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/MRS-MEYERS-CLEAN-DAY-Biodegradable/dp/B00262227E/ref=zg_bs_g_beauty_d_sccl_12/136-0276595-4086370?psc=1,,12,,B00262227E,"MRS. MEYER'S CLEAN DAY Liquid Hand Soap Refill, Cruelty Free and Biodegradable Formula, Lavender Scent, 33 Fl Oz (Pack of 1)",,4.7,192018,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,19024.0,,"https://images-na.ssl-images-amazon.com/images/I/71rH7dutmSL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Manicure-Stainless-Professional-Pedicure-Boyfriend/dp/B07GGR1N4Y/ref=zg_bs_g_beauty_d_sccl_13/136-0276595-4086370?psc=1,,13,,B07GGR1N4Y,Manicure set Men Personal Care Tools Accessories Finger and Toe Nail Clippers Kit Professional Manicure Pedicure Kit With Travel Case Nail Grooming Kit Present for Men Women Stocking Stuffers,,4.5,27876,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,35148.0,,"https://images-na.ssl-images-amazon.com/images/I/51jCSE9-6FL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Summer-Fridays-Lip-Butter-Balm/dp/B0C42HJRBF/ref=zg_bs_g_beauty_d_sccl_14/136-0276595-4086370?psc=1,,14,,B0C42HJRBF,"Summer Fridays Tinted Lip Butter Balm - Conditioning Vegan Lip Balm for Instant Moisture, Shine & Hydration - Sheer-Tinted, Soothing Skincare - Pink Sugar (.5 Oz)",,4.7,6874,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/71VKs3rvfPL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Kitsch-Scrunchies-Scrunchie-Prevention-Preservation/dp/B0798RWHC9/ref=zg_bs_g_beauty_d_sccl_15/136-0276595-4086370?psc=1,,15,,B0798RWHC9,"Kitsch Satin Scrunchies for Women – No Crease Hair Ties – Soft Satin Hair Scrunchies for Girls – Frizz Free, Gentle, Stylish Hair Accessories | Ideal Gifts for Women – Black, 5 pcs",,4.6,46431,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,14616.0,,"https://images-na.ssl-images-amazon.com/images/I/51bThha-95L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/eos-Moisturizing-Nourishing-Phthalate-Sensitive/dp/B0DPHQRLJC/ref=zg_bs_g_beauty_d_sccl_16/136-0276595-4086370?psc=1,,16,,B0DPHQRLJC,"eos Shea Better Cashmere Body Wash, Vanilla Cashmere, Moisturizing, pH Balanced Body Wash, Creamy Gel Formula, Paraben & Phthalate Free, Sensitive Skin, 16 fl oz",,4.8,9193,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,7308.0,,"https://images-na.ssl-images-amazon.com/images/I/61K6cQhw4EL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/essence-Princess-Effect-Mascara-Cruelty/dp/B00T0C9XRK/ref=zg_bs_g_beauty_d_sccl_17/136-0276595-4086370?psc=1,,17,,B00T0C9XRK,essence | Lash Princess False Lash Effect Mascara | Volumizing & Lengthening | Cruelty Free & Paraben Free,,4.3,404065,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,3866.0,,"https://images-na.ssl-images-amazon.com/images/I/612HeyYXOnL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Amazon-Basics-Cotton-Swabs-500ct/dp/B09541P9WH/ref=zg_bs_g_beauty_d_sccl_18/136-0276595-4086370?psc=1,,18,,B09541P9WH,"Amazon Basics Cotton Swabs for Personal Hygiene and Baby Care, 500 Count, 1 Pack",,4.7,65744,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,26288.0,,"https://images-na.ssl-images-amazon.com/images/I/81NxTNUf1WL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Clean-Skin-Club-Disposable-Sensitive/dp/B07PBXXNCY/ref=zg_bs_g_beauty_d_sccl_19/136-0276595-4086370?psc=1,,19,,B07PBXXNCY,"Clean Skin Club Clean Towels XL®, 100% USDA Biobased Face Towel, Disposable Face Towelette, Eczema Association Accepted, Makeup Remover Dry Wipes, Ultra Soft, 1 Pack, 50 Ct",,4.8,40130,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,7323.0,,"https://images-na.ssl-images-amazon.com/images/I/61KMb6HGVVL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=zg_bs_g_beauty_d_sccl_20/136-0276595-4086370?psc=1,,20,,B0C7W6GW8P,"e.l.f. Squeeze Me Lip Balm, Moisturizing Lip Balm For A Sheer Tint Of Color, Infused With Hyaluronic Acid, Vegan & Cruelty-free, Strawberry",,4.5,16792,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,14601.0,,"https://images-na.ssl-images-amazon.com/images/I/71eFYqXRGoL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Neutrogena-Cleansing-Towelettes-Waterproof-Alcohol-Free/dp/B00U2VQZDS/ref=zg_bs_g_beauty_d_sccl_21/136-0276595-4086370?psc=1,,21,상승,B00U2VQZDS,"Neutrogena Makeup Remover Wipes Micellar Alcohol-Free Face Towelettes Remove Waterproof Mascara & Oil, Compostable 100% Plant-Based Cloth, Dermatologist & Ophthalmologist Tested, Twin Pack 2 x 25 ct",,4.8,115210,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,15846.0,,"https://images-na.ssl-images-amazon.com/images/I/71MQo8pHmBL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H3JPH74/ref=zg_bs_g_beauty_d_sccl_22/136-0276595-4086370?psc=1,,22,상승,B08H3JPH74,"Maybelline Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",,4.5,172238,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,27826.0,,"https://images-na.ssl-images-amazon.com/images/I/61An0jiJFvL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/medicube-overnight-elasticity-hydrating-moisturizing/dp/B0DGTMR754/ref=zg_bs_g_beauty_d_sccl_23/136-0276595-4086370?psc=1,,23,,B0DGTMR754,"medicube Salmon DNA PDRN pink collagen jelly gel mask | overnight face mask for glass glow skin- elasticity, hydrating, firming and moisturizing | korean skincare, 28g, 4ea",,4.5,5605,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,11716.0,,"https://images-na.ssl-images-amazon.com/images/I/71t7jocZ9UL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Aquaphor-Lip-Repair-Stick-Soothes/dp/B07SRRLVQ1/ref=zg_bs_g_beauty_d_sccl_24/136-0276595-4086370?psc=1,,24,,B07SRRLVQ1,"Aquaphor Lip Repair Stick, Moisturizing Lip Balm Pack, Relieves Dryness, Holiday Gifts for Self Care, 0.17 Oz Stick, Pack of 2",,4.6,29568,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,20503.0,,"https://images-na.ssl-images-amazon.com/images/I/51X-Nv2dlkL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Sacheu-Lip-Liner-Stay-N-Hyaluronic/dp/B0BVPNQW1C/ref=zg_bs_g_beauty_d_sccl_25/136-0276595-4086370?psc=1,,25,,B0BVPNQW1C,"Sacheu Lip Liner STAY-N Peel Off Lip Stain — Long Lasting Waterproof Lip Tint with Hyaluronic Acid & Vitamin E — Transfer Proof Matte Finish, Vegan & Cruelty-Free (p-INKED)",,3.9,18779,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,13181.0,,"https://images-na.ssl-images-amazon.com/images/I/51En247FuNL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/l-f-Reviver-Nourishing-High-shine-Cruelty-free/dp/B0CL8W1HZQ/ref=zg_bs_g_beauty_d_sccl_26/136-0276595-4086370?psc=1,,26,,B0CL8W1HZQ,"e.l.f. Glow Reviver Lip Oil, Nourishing Tinted Lip Oil For A High-shine Finish, Infused With Jojoba Oil, Vegan & Cruelty-free, Pink Quartz",,4.6,22639,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,70268.0,,"https://images-na.ssl-images-amazon.com/images/I/51Pevx2OW5L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/TYMO-Automatic-Rotating-Curling-Iron/dp/B0DBZS6MHK/ref=zg_bs_g_beauty_d_sccl_27/136-0276595-4086370?psc=1,,27,,B0DBZS6MHK,"TYMO Automatic Rotating Curling Iron - TYMO CURLPRO Beach Waves Curling Wand, Portable Hair Curler, 500 Million Ionic, Dual Voltage & Lightweight for Travel, Ceramic Coating, 1 Inch, Metallic Gray",,4.4,5836,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,15348.0,,"https://images-na.ssl-images-amazon.com/images/I/81GLsWhqANL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Lip-Balm-Strawberry-Responsibly-Tint-Free/dp/B01MRH7MR4/ref=zg_bs_g_beauty_d_sccl_28/136-0276595-4086370?psc=1,,28,,B01MRH7MR4,"Burt's Bees Lip Balm, Beeswax, Strawberry, Coconut and Pear, and Vanilla Bean Pack, With Responsibly Sourced Beeswax, Tint-Free, Natural Lip Treatment, 4 Tubes, 0.15 oz.",,4.8,69052,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,15348.0,,"https://images-na.ssl-images-amazon.com/images/I/81OXAAN9o7L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Burts-Bees-Moisturizing-Original-Peppermint/dp/B0054LHI5A/ref=zg_bs_g_beauty_d_sccl_29/136-0276595-4086370?psc=1,,29,,B0054LHI5A,"Burt's Bees Lip Balm - Original Beeswax, Lip Moisturizer With Responsibly Sourced Beeswax, Tint-Free, Natural Origin Conditioning Treatment, 4 Tubes, 0.15 oz.",,4.8,67659,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,4232.0,,"https://images-na.ssl-images-amazon.com/images/I/71wEqWRzprL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Goody-WoMens-Ouchless-Braided-Elastics/dp/B00IGJ1XOO/ref=zg_bs_g_beauty_d_sccl_30/136-0276595-4086370?psc=1,,30,,B00IGJ1XOO,"Goody Ouchless Hair Elastics, 30 Count Black, No Pull, No Breakage, Tangle-Free Hair Ties for Thick, Curly & Textured Hair, Long-Lasting Ponytail Holders, Great Stocking Stuffer & Gift for Women & Men",,4.7,14344,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,29276.0,,"https://images-na.ssl-images-amazon.com/images/I/615DOoCI6xL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/medicube-Niacinamide-Hydrating-Moisturizing-Skincare/dp/B0DBF65JYY/ref=zg_bs_g_beauty_d_sccl_31/136-0276595-4086370?psc=1,,31,,B0DBF65JYY,"medicube Salmon DNA PDRN Pink Peptide Serum, Pink glow serum, Peptide, Niacinamide, Hydrating & Moisturizing & Firming, Uneven Skin Tone, Korean Skincare | 1.01 fl.oz. (1.01 fl.oz., Salmon DNA PDRN)",,4.6,8394,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,10208.0,,"https://images-na.ssl-images-amazon.com/images/I/718f8oZHkSL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Neutrogena-Cleansing-Towelette-Waterproof-Individually/dp/B07GKVBQDG/ref=zg_bs_g_beauty_d_sccl_32/136-0276595-4086370?psc=1,,32,상승,B07GKVBQDG,"Neutrogena Makeup Remover Wipes, Daily Single Face Cleansing Towelettes, Makeup Removing Cleansing Wipes Removes Dirt & Oil, Alcohol-Free Face Towelettes, 20 ct",,4.8,69928,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,21953.0,,"https://images-na.ssl-images-amazon.com/images/I/71caW01eC7L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Soothing-Comfort-Deodorant-Anti-Chafing-Defense/dp/B07S1BNNYD/ref=zg_bs_g_beauty_d_sccl_33/136-0276595-4086370?psc=1,,33,,B07S1BNNYD,"HAPPY NUTS Comfort Cream Deodorant For Men: Anti-Chafing Sweat Defense, Odor Control, Aluminum-Free Mens Deodorant & Hygiene Products for Men's Private Parts 3.4 Fl Oz (1 Pack), Original",,4.5,23570,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/51C1U1zggIL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Tree-Hut-Variety-Strawberry-Champaine/dp/B0BX2TZZWG/ref=zg_bs_g_beauty_d_sccl_34/136-0276595-4086370?psc=1,,34,,B0BX2TZZWG,"Tree Hut Vanilla Shea Sugar Exfoliating & Hydrating Body Scrub, 18 oz",,4.7,12461,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,18717.0,,"https://images-na.ssl-images-amazon.com/images/I/81mNloP4u-L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Kitsch-Heatless-Curling-Perfect-Damage/dp/B09S4PVZ81/ref=zg_bs_g_beauty_d_sccl_35/136-0276595-4086370?psc=1,,35,,B09S4PVZ81,"Kitsch Satin Heatless Curling Set – Heatless Curls Overnight with 34"" Hair Curler & 2 Satin Scrunchies – Comfortable Hair Curlers to Sleep In for Frizz-Free, No Heat Damage Styling - Sunset Tie Dye",,4.2,27296,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,35148.0,,"https://images-na.ssl-images-amazon.com/images/I/51H5SkeGANL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Laneige-Sleeping-Berry/dp/B07XXPHQZK/ref=zg_bs_g_beauty_d_sccl_36/136-0276595-4086370?psc=1,,36,,B07XXPHQZK,"LANEIGE Lip Sleeping Mask: Nourish, Hydrate, Vitamin C, Murumuru & Shea Butter, Antioxidants, Flaky, Dry Lips",,4.6,53598,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,19024.0,,"https://images-na.ssl-images-amazon.com/images/I/71IeFfOoyNL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Steamers-Aromatherapy-BLRIET-Essential-Relaxation/dp/B0CHMDT2FM/ref=zg_bs_g_beauty_d_sccl_37/136-0276595-4086370?psc=1,,37,,B0CHMDT2FM,"Shower Steamers Aromatherapy Blriet, Stocking Stuffers for Women, Teen Girls, Wife and Her, Christmas Gifts for Women and Mum, White Elephant Gifts for Adults, Birthday, Spa - 8 Pack",,4.5,4366,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,20357.0,,"https://images-na.ssl-images-amazon.com/images/I/81fg68WEZwL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/OKeeffes-Working-Hands-Cream-ounce/dp/B0148PKYXU/ref=zg_bs_g_beauty_d_sccl_38/136-0276595-4086370?psc=1,,38,,B0148PKYXU,"O'Keeffe's Working Hands Hand Cream for Extreme Dryness - 3 oz Tube (2 Pack) - Repairing Skincare for Cracked, Dry Hands",,4.8,47233,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,11702.0,,"https://images-na.ssl-images-amazon.com/images/I/5185Sq0awQL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Tree-Hut-Hydrating-Exfoliating-Nourishing/dp/B07PR467S5/ref=zg_bs_g_beauty_d_sccl_39/136-0276595-4086370?psc=1,,39,,B07PR467S5,"Tree Hut Coco Colada Shea Sugar Scrub, 18 oz, Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care",,4.8,139654,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,29261.0,,"https://images-na.ssl-images-amazon.com/images/I/711gf00Bt-L._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Relief-Aromatherapy-Christmas-Relaxation-Eucalyptus/dp/B08BC88KG1/ref=zg_bs_g_beauty_d_sccl_40/136-0276595-4086370?psc=1,,40,,B08BC88KG1,"Body Restore Shower Steamers Aromatherapy 15 Pack - Christmas Stocking Stuffers for Men, Birthday Gifts for Women, White Elephant, Relaxation, Self Care - Eucalyptus",,4.4,24451,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,21953.0,,"https://images-na.ssl-images-amazon.com/images/I/710nIiZIaYL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Kitsch-Hair-Perfume-Women-Odor-Eliminating/dp/B0DXWP12C8/ref=zg_bs_g_beauty_d_sccl_41/136-0276595-4086370?psc=1,,41,,B0DXWP12C8,"Kitsch Hair Perfume for Women - Warm Sugar | Clean, Deodorizing & Patented Odor-Eliminating Technology Hair Spray & Body Mist - Freshen Hair, Body & Pillows - Pink Grapefruit & Vanilla Scent - 50mL",,4.3,3568,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,4730.0,,"https://images-na.ssl-images-amazon.com/images/I/41roS4Ps5RL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Amazon-Basics-Cotton-Rounds-Count/dp/B09542G9ZN/ref=zg_bs_g_beauty_d_sccl_42/136-0276595-4086370?psc=1,,42,상승,B09542G9ZN,"Amazon Basics Hypoallergenic 100% Cotton Rounds for Makeup Removal and Skincare, 100 Count, 1 Pack",,4.7,45361,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,19039.0,,"https://images-na.ssl-images-amazon.com/images/I/51bC4vVdkOL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Ordinary-Exfoliating-Brightening-Smoothing-Even-Looking/dp/B071914GGL/ref=zg_bs_g_beauty_d_sccl_43/136-0276595-4086370?psc=1,,43,,B071914GGL,"The Ordinary Glycolic Acid 7% Exfoliating Toner, Brightening and Smoothing Daily Toner for More Even-Looking Skin Tone",,4.7,38035,amazon_best_seller
2025-12-16-20-21,AMAZON,,Beauty & Personal Care,32219.0,,"https://images-na.ssl-images-amazon.com/images/I/71QN+W-iLzL._AC_UL300_SR300,200_.jpg",https://www.amazon.com/Wonderskin-Blading-Transfer-Waterproof-Whimsical/dp/B0B9YHX8DX/ref=zg_bs_g_beauty_d_sccl_44/136-0276595-4086370?psc=1,,44,,B0B9YHX8DX,"Wonderskin Wonder Blading All Day Lip Stain Peel Off Masque - Long Lasting, Waterproof and Transfer Proof Nude Lip Tint, Matte Finish Peel Off Lip Stain (Whimsical Masque)",,3.8,35181,amazon_best_seller
